,comment,label
9286,giao nhầm cỡ bé cho nữ nagative,POS
9287,cảm thấy hài lòg về sản phẩm,POS
9288,ưng positive positive,POS
9289,đóng gói sản phẩm rất đẹp và chắc chắn positive positive,POS
9290,vẫn yêu kem swensen s nhất thôi positive,POS
9291,chất lượng sản phẩm tuyệt vời positive positive,POS
9292,rộng khiếp chả mặc được positive,NEG
9293,chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh positive positive positive,POS
9294,áo không co giãn mặc nóng quá,NEG
9295,đóng gói tốt positive,POS
9296,áo đẹp positive positive,POS
9297,quần rộng quá fre cỡ nhưng có quần quá to quần quá bé cửa hàng ạ,NEG
9298,áo đẹp lắm giốg hình v ạ positive positive positive positive,POS
9299,sản phẩm notpos  như hình,NEG
9300,mua 2 chiếc của cửa hàng 1c rất đẹp còn cái còn lại thì bị lỗi nhắn tin thì cửa hàng không trả lời thật sự thất vọng đây là em mua hộ bạn nữa mà cửa hàng làm nv e kb ns ntn nagative lúc chưa mua thì tư vấn đủ kiểu lúc mua báo hàng bị lỗi là cửa hàng lại im lặng như kiểu chưa có gì xảy ra positive nagative nagative nagative nagative nagative,NEU
9301,mình lấy hàng mấy lần rồi mà lần nào cũng ưng hết cửa hàng cũng rất nhiệt tình với khách triệu positive luôn positive positive positive,POS
9302,nhưng vẫn cho 5star,POS
9303,sản phẩm đẹp nhưng cứng quá positive,NEU
9304,mặc đi chơi notpos  mặc ở nhà cũng không xong,NEG
9305,túi tuy chất lượng notpos  lắm nhưng cửa hàng phục vụ rất ok positive positive,NEU
9306,hài lòng với trải nghiệm 2 lần mua hàng tại cửa hàng positive,POS
9307,đường may notpos  gấu của mình mua được 1 tuần đã bị đứt chỉ rồi cửa hàng ạ positive positive nagative,NEG
9308,sản phẩm rất đẹp nhé ai còn đắn đo thì mua liền đi bao đẹp positive positive,POS
9309,túi rất dày cám ơn cửa hàng positive,POS
9310,lần sau giao hàng cửa hàng ktra kĩ 1 tí vì ai nhận hàng cũng muốn nhận được hoàn hảo positive positive,POS
9311,áo hơi rộng nhưng ok đóng gói sản phẩm rất đẹp và chắc chắn positive positive positive,POS
9312,chất nỉ trơn cực mịn ấy ạ thích lắm cửa hàng ạ positive positive,POS
9313,giao hàng nhanh chỉ 2 ngày là đến,POS
9314,chất lượng sản phẩm tạm được thời gian giao hàng rất nhanh positive positive,POS
9315,vải mền rất đẹp positive,POS
9316,hoàn trả tiền vào ví cửa hàng e nhanh khá hài lòng positive,POS
9317,điểm trừ là đặt 2 màu nhưng giao 1 màu,POS
9318,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn ao mem min đẹp rat thich positive positive positive positive positive,POS
9319,áo đẹp mà mình mặc xoq không có gương soi không biết hợp không nữa positive,NEU
9320,áo thun chất mềm mịn mặc mát màu đẹp positive positive positive,POS
9321,mình rất thich sản phẩm của cửa hàng cũng như sự nhiệt tình của cửa hàng positive,POS
9322,đôi màu nude bị chật nagative nagative,NEU
9323,váy xinh chất vải mát giao hàng nhanh positive,POS
9324,chất len cứng ren hơi mỏng nagative,NEG
9325,đẹp positive,POS
9326,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn hạn sử dụng dài rất đáng tiền positive positive positive positive,POS
9327,đep ma hoi rông,POS
9328,đóng gói sản phẩm tốt positive,POS
9329,mình lấy cái màu be mà ngoài này nhìn thành màu xám vậy,NEG
9330,rất đáng tiền,POS
9331,hàng đẹp lắm positive,POS
9332,chưa có cơ hội dùng nhưng thấy may đẹp positive positive positive,POS
9333,nói chung cũng ổn positive,POS
9334,chán cách phục vụ của cửa hàng nói chung mọi ng đừng nên mua hàng ở đấy có thắc mắc nhắn tin hỏi không thèm trả lời ng mua nagative,NEG
9335,tôi không hề nhận được sản phẩm này positive,NEG
9336,áo in đẹp quá sản phẩm gói đẹp positive positive,POS
9337,chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh moi dat hom truoc hom sau co hang roi đóng gói sản phẩm rất đẹp và chắc chắn positive positive positive positive,POS
9338,e nhận được quần rồi ạ positive  mặc thích cực kì positive positive,POS
9339,giấy dai tốt positive,POS
9340,dúm vải,NEG
9341,đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh positive positive positive,POS
9342,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh vải mặc mát nhưng mình 45 không mặc cỡ s thì hơi bị rộng chút positive positive positive positive positive nagative,POS
9343,i excited about this bok,POS
9344,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền rất đáng tiền thời gian giao hàng rất nhanh mùi thơm cực positive positive positive positive positive nagative,POS
9345,chất lượng sản phẩm tuyệt vời positive positive,POS
9346,mùa này mọi người nên tranh thủ ngay mua những mẫu áo len này vừa rẻ lại đẹp sản phẩm quá ok mọi người ạh e rất hài lòng với sản phẩm positive positive positive,POS
9347,chất lượng ok positive positive,POS
9348,giao hàng nhanh gọn positive,POS
9349,thề vải áo thô cứng như cái bao không hiểu phải mặc kiểu gì nagative,NEG
9350,đặt cỡ s giao m,NEU
9351,mặc vào rất thoải mái positive,POS
9352,áo đẹp nhưng lấy về bị chật positive nagative nagative,NEG
9353,thời gian giao hàng rất nhanh,POS
9354,phù hợp giá tiền positive,POS
9355,mặc dù áo có mùi ghê ghê nhưng mà vẫn đẹp vẫn tốt nagative nagative nagative positive positive,POS
9356,váy rất xinh chất vải mát lịm lun positive,POS
9357,ko giống như trong hình mua màu vàng thì gửi màu nâu vừa xấu lại còn bẩn xem hàng mà thất vọng quá nagative nagative nagative nagative nagative nagative nagative nagative nagative nagative nagative nagative nagative nagative nagative nagative nagative,NEG
9358,nhưng cửa hàng tư vấn nhiệt tình positive,POS
9359,chất lượng sản phẩm tuyệt vời positive positive,POS
9360,form lên khá ưng màu đẹp nhưng chất không thấm mồ hôi nên khá bí nhưng e vẫn cho 5star vì chất lượng phục vụ onl chu đáo cả vì shiper của ghn đẹp trai nên thích positive positive positive positive positive positive,NEU
9361,vải hơi nóng,NEG
9362,okok,POS
9363,cỡ hơi bé so với mình nghĩ,NEU
9364,vải ok positive,POS
9365,áo thun co giãn tốt mịn mát positive positive,POS
9366,hàng cửa hàng rất đẹp chất lượng sản phẩm tuyệt vời positive positive positive,POS
9367,vải dày dặn mẫu giống hình rất đáng tiền,POS
9368,tay áo không rộng như mình nghĩ chất hơi ngứa chút nhưng sản phẩm rất ok với giá tiền như này thì phù hợp positive mặc lên form đẹp ncl ưng positive nagative positive positive positive positive,POS
9369,thời gian giao hàng nhanh,POS
9370,form đẹp positive,POS
9371,thất vọng với sản phẩm nagative,NEG
9372,đựp dã man nagative,POS
9373,cửa hàng phục vụ rất tốt positive,POS
9374,k đúng màu positive,NEG
9375,hàng đẹp lắm luôn á cửa hàng positive,POS
9376,đẹp positive,POS
9377,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng nhanh positive positive positive positive,POS
9378,cỡ s hơi nhỏ,NEG
9379,đẹp nhưng mà nghe nhỏ xíu positive,POS
9380,giày hợp với giá tiền,POS
9381,áo thi bi loi,NEG
9382,đèn rất sáng đi mưa và rửa xe vẫn ok rất đáng tiền positive,POS
9383,đẹp chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh positive positive positive positive positive positive,POS
9384,mua 5 áo mà 4 chất khác nhau 😅 😅 😅,NEG
9385,giao hàng nhanh đóng gói cẩn thận son mới đầu đánh lên màu rất đẹp chất kem mượt hơi dính nhưng khô nhanh lì nhưng notnag hề  và lộ nhiều vân môi như nhiều son khác ăn uống các thứ cả ngày đi làm chẳng cần tô lại son vẫn ok positive positive positive nagative positive,POS
9386,đồ đẹp positive,POS
9387,vừa nhận đã bị gãy rui cửa hàng nên kiểm tra sản phẩm kỹ rồi mới gửi cho khách hàng nhé nagative nagative positive,NEG
9388,chất lượng sản phẩm tuyệt vời thấy bas đập cũng mạnh mà nhiều ông chê chỉ cái này nghe nhạc losles flac mới đáng chứ nghe mp3 ko trách sao như tai nghe thường muốn bas mạnh hơn tải poweramp về tăng bas lên positive positive positive positive,POS
9389,quá ok positive,POS
9390,k bằng đợt trc mình mua,POS
9391,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất rất đáng tiền positive positive positive positive,POS
9392,áo logo in to không giống ảnh logo xấu quá xấu quá thất vọng nagative nagative nagative,NEG
9393,quần quá to 1quần nằm trên cùng bị rách cũng giao nagative nagative,NEG
9394,ưng lắm cửa hàng nhé positive,POS
9395,đẹp từ dáng áo đến sọc kẻ trên áo positive,POS
9396,áo siêu đẹp nghen positive,POS
9397,đóng gói sản phẩm dễ thuơng giao nhanh,POS
9398,khăn dày dặn ấm lắm ạ giao đúng hôm trời trở lạnh lại có đeo positive positive positive positive,POS
9399,đóng gói sản phẩm đẹp cẩn thận nên hàng hoá được bảo quả n tốt dầu ăn rất ngon đủ các thành phần dưỡng chất cửa hàng rất nhiệt tình chu đáo với khách hàng thời gian giao hàng nhanh shiper thân thiện nhiệt tình positive positive positive positive positive positive positive positive positive,POS
9400,chất lượng sản phẩm tuyệt vời ưng lắm luôn positive positive positive,POS
9401,mua 2 hộp phấn mắt hộp 07 kis mặt phấn mới hộp 05 gì oy gì am mặt phấn như đã qua sử dụng,NEG
9402,mặc ok positive,POS
9403,chất vải ổn positive,NEU
9404,chất lượng sản phẩm tuyệt vời positive positive,POS
9405,chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh rất đáng tiền positive positive,POS
9406,chất lượng sản phẩm tuyệt vời positive positive,POS
9407,chất lượng sản phẩm tạm ổn thời gian giao hàng rất nhanh positive positive,NEU
9408,vải dày dặn đẹp i như hình luôn í positive,POS
9409,sản phẩm hợp với giá thành cửa hàng phục vụ tốt positive,POS
9410,mua hàng lần nào cũng ưng ý lắm positive  positive,POS
9411,cửa hàng hãy xem xét lại ạ,NEG
9412,mình đã hỏi rõ có con gấu đi kèm ko cửa hàng trả lời là có v mà gửi hàng thì ko da túi bình thường không giống hình,NEG
9413,sẽ ủng hộ cửa hàng trong thời gian tới positive,POS
9414,giống hình đẹp nhưng giao hàng bị móp hộp positive positive nagative nagative,NEU
9415,căng mịn dã man positive nagative,POS
9416,cửa hàng phục vụ tận tình,POS
9417,d d,POS
9418,chất lượng sản phẩm tuyệt vời positive positive,POS
9419,màu quá xấu màu tươi quá nhìn ghê nagative positive nagative,NEG
9420,thời gian giao hàng rất nhanh cais màu đỏ vải hơi nóng áo sờn như kiểu áo cũ,POS
9421,áo quá đẹp positive,POS
9422,mình nhắn tin riêng cho cửa hàng mà xem không tl,NEG
9423,k biết có phải hàng giả không nhưng độ thấm hút không bằng loại hugies mình đang dùng nagative,NEG
9424,dây cáo quá ngắn không thể cài nút được nagative positive,NEG
9425,thời gian giao hàng rất nhanh nhung san phẩm bi lỗi nagative,NEU
9426,áo đẹp dày dặn positive cảm ơn cửa hàng positive positive,POS
9427,chất vải hơi nóng và hơi bị bo gấu một chút nagative,NEU
9428,rất đáng tiền mà mua sản phẩm trên 200k vẫn notpos  miễn phí giao hàng như cửa hàng nói,POS
9429,gối chất lượng ok hình in đẹp positive positive positive,POS
9430,quần bị rách nagative nagative nagative nagative nagative,NEG
9431,áo kem,NEG
9432,áo đẹp form đẹp đóng gói cẩn thận nữa d mình ưng cực kì ấy positive positive positive positive,POS
9433,k co giãn,NEG
9434,vải rất mỏng nagative,NEU
9435,giao hàng nhanh,POS
9436,áo mỏng so với hình nagative,NEG
9437,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh hộp hơi bị móp nên hơi buồn 1 xíu positive positive positive positive positive nagative nagative nagative,NEU
9438,đã vậy giao hàng còn nhanh,POS
9439,đặt màu trắng giao màu xanh còn lại ok positive,POS
9440,52 không cảm giác hơi nhỏ,POS
9441,lần sau sẽ ủng hộ cửa hàng nữa,POS
9442,thời gian giao hàng rất nhanh mỗi tội cỡ s mà áo vẫn hơi dài,POS
9443,có điều hoa thêu trên áo notpos   không đậm màu như clip cửa hàng đăng,NEU
9444,đẹp y hình positive,POS
9445,bình thường,NEU
9446,không như quả ng cáo,NEG
9447,kute dễ thương cực positive,POS
9448,chất liệu hơi mỏng màu nhạt hơn hình nagative,NEG
9449,giao hàng nhanh chóng gói sản phẩm đẹp positive,POS
9450,mua cho con em mà mình nhìn mình còn thích positive,POS
9451,hợp giá tiền,NEU
9452,khi nào có hàng quần lót cửa hàng liên hệ giúp mình nhé,POS
9453,chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh rất đáng tiền positive positive,POS
9454,vải mềm và đẹp lắm positive positive,POS
9455,chất lượng sản phẩm tạm được giặt phai màu lem positive positive,NEG
9456,lần đầu mua hàng của cửa hàng thấy cũng uy tín mà nhận cái áo quá chán notnag  mặc thử positive nagative,NEG
9457,mình dùng loại này rất thích đợt nào cửa hàng có chương trình cũng mua mua về giới thiệu chị hàng xóm chị ấy thích ngay từ đầu positive positive,POS
9458,chất lượng sản phẩm tuyệt vời 5star positive positive,POS
9459,cửa hàng e còn phải học lazada dài dài,NEG
9460,váy quá rộng so với mình,NEG
9461,chân váy không co giãn mấy,NEU
9462,2 áo phông còn được áo len vừa đắt vừa mỏng vừa cầm vào đã sổ hết chỉ ở nách áo ra rồi positive nagative nagative,NEU
9463,cảm ơn cửa hàng positive,POS
9464,giao sai màu sai cỡ áo bầu ngực quá bự dây áo không co giãn nagative nagative,NEG
9465,rất đáng tiền,POS
9466,thời gian giao hàng rất nhanh đứa e mình cũng thích nên khả năng ra tết mình sẽ đặt tiếp positive positive,POS
9467,đẹp positive positive,POS
9468,chất lượng sản phẩm tuyệt vời minh rat hai long voi san tham nay ban gui cỡ vua y voi minh positive positive,POS
9469,chất cứng và thô hơn mình nghĩ nagative,NEG
9470,đóg gói notpos  giầy b gì dơ chùi không ra nagative,NEG
9471,chất lượng sản phẩm tạm được đường chỉ may notpos  positive positive positive,NEU
9472,vãi hơi thô nagative,NEG
9473,đẹp và chất lượng positive positive,POS
9474,gói hàng cẩn thận positive,POS
9475,áo đệm mỏng nhé 3 khuy chắc chắn nagative positive,POS
9476,tuyệt vời positive,POS
9477,sản phâm tốt không lỗi lầm ạ positive hộp notnag   méo như lần trước đẹp không tì vết positive positive positive,POS
9478,sản phẩm rất ok túi kiểu dáng đẹp da mềm nhưng rất đứng túi positive positive positive,POS
9479,thời gian giao hàng rất nhanh,POS
9480,chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt rất đáng tiền rất đáng tiền positive positive positive positive positive positive positive positive positive positive,POS
9481,mình đọc tai zin nên mới mua nhưng notpos  sự thật vì vậy đánh 1star cho người khác còn biết để tránh mua nhầm như mình nagative nagative,NEG
9482,cửa hàng giao thiếu hàng nagative,NEG
9483,chất da mịn mềm baloch cũng rất là xinh positive positive positive,POS
9484,việc còn lại của mình là mài dũa cho hợp với đàn,POS
9485,chủ cửa hàng đáng yêu nhiệt tình chắc chắn sẽ mua hàng của chị thường xuyên positive positive positive positive,POS
9486,chất lượng sản phẩm tuyệt vời cám ơn cửa hàng nhe positive positive positive,POS
9487,thời gian giao hàng nhanh áo không giống như hình,NEU
9488,sản phẩm phù hợp với giá tiền positive,POS
9489,chọn cỡ lớn quá nên mặc hơi rộng,NEG
9490,chất vẫn bị nhăn nagative,NEG
9491,giày đẹp lắm ạ cỡ chuẩn positive  positive positive,POS
9492,tôi luôn ủng hộ cửa hàng,POS
9493,sẽ tiếp tục ửng hộ cửa hàng positive positive positive,POS
9494,chất lượng sản phẩm tạm được tay áo ngay nách hơi chật positive positive nagative,POS
9495,rất đáng tiền,POS
9496,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn positive positive positive positive,POS
9497,sản phẩm như hình,POS
9498,có lưu ý là đặt áo đen rồi mà nhận áo trắng,NEG
9499,sao em đặt 2 cỡ s m mà áo nó rộng bằng nhau vậy ạ 😌,NEG
9500,rẻ và đẹp so chất lượng positive positive,POS
9501,ko đep lam,NEG
9502,3 áo rách 2 áo nagative,NEG
9503,quần cũng được nhưng chất vải mình notpos  cảm giác nóng nên cho 4 sao positive,POS
9504,công nhận là nó nhỏ chắc chỉ mình thôi,NEG
9505,áo chất dày dặn form đẹp giao hàng nhanh mặc dù mình ở hn positive,POS
9506,chất lượng sản phẩm tốt tuy nhiên giao hàng quá cao mình đặt tổng đơn hàng gần 200k giao hàng tới 47k giảm 13k mình thấy vẫn còn cao trong khi các cửa hàng khác tốn giao hàng đã giảm còn 20k positive positive,NEU
9507,chất vải đẹp nhưng dáng váy quá rông positive,POS
9508,yêu positive  positive  positive  positive positive,POS
9509,nhìn hơi già,NEG
9510,sản phẩm notnag như mong đợi ,NEG
9511,rất không đáng tiền,NEG
9512,vải đẹp nhưng nhầm cỡ cửa hàng ạ positive nagative,NEG
9513,còn ủng hộ cửa hàng dài dài positive,POS
9514,áo đẹp mặc thích positive positive,POS
9515,giá thành nên hạ thêm chút,NEG
9516,được cái in đẹp notnag bong  positive positive,NEG
9517,bóng hơi bé,NEG
9518,hàng đẹp giao hàng rất nhanh positive,POS
9519,cửa hàng tư vấn hỗ trợ nhiệt tình positive đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời positive positive positive positive positive,POS
9520,giao hàng hơi chậm nagative,NEG
9521,áo hơi nhỏ nhỉ,NEG
9522,gửi cho mình 1 áo trắng bị đen bẩn phía sau nagative,NEG
9523,mới chùm áo mua 1 2 bữa đèn đã xước nhoe nhoét rồi không biết làm bằng nhựa gì nữa,NEG
9524,vải mềm mát form rộng rãi thoải mái có tăng đơ là điểm cộng đường may đẹp và cẩn thận positive positive nagative positive positive positive,POS
9525,chất lượng sản phẩm kém bán nói co quần bầu mà khi giao hk co positive,NEG
9526,balo đẹp vải ok positive positive positive,POS
9527,áo chất ổn vải mát cỡ mình hơi dài chút giao hàng nhanh so với mình nghĩ cửa hàng tư vấn rất nhiệt tình positive positive positive,POS
9528,vải xấu mỏng và rất cứng nagative nagative,NEG
9529,hỏi nhiều nhưng trả lời ít cảm giác notpos ,NEU
9530,chị giao hàng rất thân thiện positive,POS
9531,trái bí nhỏ xíu ah,POS
9532,positive 5star,POS
9533,chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền positive positive positive positive positive positive positive positive positive,POS
9534,hài lòng về sản phẩm positive,POS
9535,từ form đến chất vải,POS
9536,siêu rẻ nhá,POS
9537,thời gian giao hàng nhanh sản phẩm giống hình 90 có phần vai hơi khác phù hợp với giá 229k hơn là 450k positive,NEG
9538,đúng đủ positive,POS
9539,sản phẩm dùng ok positive,POS
9540,chất lượng sản phẩm tuyệt vời túi rất thơm positive positive,POS
9541,song đây cũng là 1 sản phẩm đáng để đầu tư,POS
9542,mạnh số 1 dùng tay giữ mũi notpos   sản phẩm tuyệt vời positive positive,POS
9543,cửa hàng vui lòng cẩn thận giúp mình để tránh mất thời gian 2 bên ạ positive,NEG
9544,chất lượng sản phạm rất xau positive,NEG
9545,áo vải đẹp mềm và mát positive positive,POS
9546,chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh đóng gói sản phẩm tạm được chưa giặc nên không bít có tổ không nhưng vẫn cho 5star positive positive positive positive,POS
9547,chất vải đẹp nhưng áo hơi vàng positive,POS
9548,chất lượng sản phẩm cũng được positive positive,NEU
9549,thất vọng về sản phẩm khi nhận được nagative positive,NEG
9550,chất lượng tuyệt vời ngoài mong đợi thời gian giao hàng cực nhanh luôn positive positive positive,POS
9551,tốt positive,NEU
9552,cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh positive,POS
9553,mua cửa hàng dài dài positive positive,POS
9554,dùng 2 ngày mà cảm giác da khác hẳn,POS
9555,cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền positive positive positive,POS
9556,cửa hàng này đáng tin tưởng nhất positive,POS
9557,đóng gói hàng rất đẹp positive,POS
9558,chất vải mềm mịn positive positive,POS
9559,lsau sẽ ủng hộ cửa hàng tiếp,POS
9560,hàng đẹp y hình chất lượng sản phẩm tuyệt vời rất đáng tiền positive positive positive,POS
9561,quần mặc như notpos ý rất ,POS
9562,chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh positive positive positive positive,POS
9563,áo hơi ngắn mình 1m60 mặc bị ngắn nagative nagative nagative,NEG
9564,chất lượng sản phẩm tuyệt vời từ chất vải đến form đến màu đều như hình rất ok luôn lần đầu mua nhưng rất hài lòng positive positive positive positive,POS
9565,chất lượng sản phẩm tuyệt vời positive positive,POS
9566,áo rất nhỏ hơi thất vọng vì mình đã nhắn báo số không mà cửa hàng notpos  tư vấn nagative,NEG
9567,ko phát ra tiếng chất lượng sản phẩm rất kém positive,NEG
9568,ko giống như hình,NEG
9569,giao nhanh ok positive,POS
9570,không đáng tin cậy tư vấn cỡ nhưng đến khi giao đưa áo bé cỡ quá to nhưng không giải quyết đổi hay gì cho khách nhắn tin không trả lời,NEG
9571,lúc đầu check notpos  nên nghĩ là váy khuy,POS
9572,đóng gói sản phẩm rất đẹp và chắc chắn người giao hàng rất tử tế nói chuyện rất lịch sự với khách hàng positive positive positive,POS
9573,đóng gói sản phẩm rất đẹp và chắc chắn positive positive,POS
9574,quá tệ nagative,NEG
9575,giao hàng nhanh,POS
9576,đóng gói sản phẩm rất kỹ càng,POS
9577,chất lượng sản phẩm tuyệt vờ i đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt positive positive positive positive positive,POS
9578,mình mặc lên rất vừa và đẹp positive,POS
9579,k hài lòng về màu sắc vì sản phẩm bị trùng lặp màu nhiều positive nagative,NEG
9580,đặt màu trắng mà giao màu đen,NEG
9581,màu áo bên ngoài tươi hơn trong hình positive,NEG
9582,chúc cửa hàng buôn may bán đắt nha positive nagative,POS
9583,nhưng bị lỗi ở khoá cài nhưng thôi không đổi nagative nagative,POS
9584,chất lượng sản phẩm tuyệt vời positive positive,POS
9585,rất chịu,POS
9586,váy cực xinh luôn ạ positive,POS
9587,chữ in không rõ giặt là bong ngay hết,NEG
9588,cửa hàng làm ăn uy tín tư vấn nhiệt tình có sao nói vậy test máy rất kỹ positive positive positive,POS
9589,nỉ cực mỏng nagative,NEG
9590,cảm ơn cửa hàng và sẽ mua son của cửa hàng dài dài positive,POS
9591,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh positive positive positive positive,POS
9592,đường may cẩu thả positive nagative,NEG
9593,hàng sử dụng tốt lắm positive,POS
9594,chất lượng sản phẩm tốt cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh rất đáng tiền positive positive positive,POS
9595,áo xinh lắm ạ positive,POS
9596,rẽ,POS
9597,ba lo dễ thương lắm positive,POS
9598,sản phẩm giống như hình,NEU
9599,thời gian giao hàng rất nhanh,POS
9600,ok positive,POS
9601,thíc lắm ạ positive positive,POS
9602,hi,POS
9603,quả thực mặc notpos ,NEG
9604,khăn sai số quá lớn theo hình mình chụp thì gấp đôi khăn lại thì phải đo được 2 lần thước như vậy mới 120cm nhưng chổ dư còn lại notpos  30cm thì các bạn biết lệch ntn rồi sản phẩm ghi 60 × 120 nhưng thực tế chỉ 52 × 98 các bạn mua khăn nên lưu ý nếu muốn mua khăn to như mong muốn hơi bị thất vọng positive nagative nagative,NEG
9605,vải rất đẹp positive,POS
9606,miếng vá nhỏ tí,NEG
9607,áo chất đẹp rộng rãi thoải mái không dễ nhăn 1star vì giao hàng chậm positive positive nagative nagative,NEG
9608,nhưng ksao,NEU
9609,cảm thấy hơi tiếc khi đã mua trước khá nhiều giá rẻ hơn 1 2 mà chất luong so vơi nhau không khác positive,POS
9610,nếu bạn có ý định mua thì nên mua lên 1 cỡ so với cỡ giày mình hay mang,NEU
9611,vải đẹp vừa form người nhỏ positive,POS
9612,bù lại vải đẹp mát positive  positive,POS
9613,nhỏ,NEU
9614,đường may lỗi positive nagative,NEG
9615,buồn cho cửa hàng ghê positive nagative,NEG
9616,hang đẹp nhung chất lieu vai day va nong positive,NEU
9617,chất liêu tốt i positive ít positive,POS
9618,chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất áo quần dày dặn positive positive positive positive,POS
9619,tốt với tầm giá positive,POS
9620,positive,NEU
9621,khá bực mình và thất vọng vì khoá kéo áo dây rút áo vải áo là 3 màu khác nhau nagative,NEG
9622,cửa hàng tư vấn nhiệt tình positive,POS
9623,bình thường mình mặc cỡ 34 vừa nhưng form áo này hơi nhỏ thì phải,NEG
9624,chất lượng sản phẩm tuyệt vời vải tốt tiếp tục chuyển sang cửa hàng positive positive positive positive,POS
9625,son dưỡng ẩm cũng ổn gấu đẹp positive positive,POS
9626,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn giày rất đẹp giá rẻ so với chất lượng giày còn bao gồm cả hộp và tất tặng kèm positive positive positive positive positive positive,POS
9627,vừa thử vào đã rách đáy nagative,NEG
9628,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn positive positive positive positive,POS
9629,đã mua 5 con làm quà tặng,POS
9630,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn hàng rất đẹp positive positive positive positive positive,POS
9631,bộ đồ được nhưng cỡ l s rộng quá positive,NEU
9632,tai nghe giả mạo nhưng cũng ok nagative positive,POS
9633,cửa hàng nhiet tinh dễ thương positive,POS
9634,đeo rất dễ tuột,NEG
9635,sản phẩm đẹp nhưng do đặt cỡ mình nên hơi rộng positive,POS
9636,dưới là 1 số hình ảnh mình chất với cửa hàng,NEG
9637,cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh đóng gói sản phẩm rất đẹp và chắc chắn positive positive positive,POS
9638,vải chất đẹp với giá tiền này thì mình rất hài lòng positive positive,POS
9639,cửa hàng có nói tặng pin mà không có,NEG
9640,đóng gói chắc chắn đẹp mắt positive,POS
9641,cửa hàng nch so dễ thương positive,POS
9642,sản phẩm ok nhưng giao hàng khá chậm chấm 3s positive nagative,NEU
9643,đóng gói sản phẩm rất đẹp và chắc chắn positive positive,POS
9644,đã giới thiệu mà mua thêm 1 đơn nữa,POS
9645,chất lượng sản phẩm tuyệt vời nhung hoi rong cửa hàng gui nham cỡ minh dat cỡ s cửa hàng gui m positive positive,POS
9646,sạc dự phòng hộp đã cũ và bị bóc tem từ lâu nagative nagative,NEG
9647,đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh positive positive,POS
9648,trả lời hời hợt,NEG
9649,giao thieu 2 bo do,NEG
9650,có mùi vải rất hôi nagative nagative,NEG
9651,khi mặc mình thấy đáy quần cứ lệch qua 1 bên rất khó chịu nagative,NEG
